Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Total Reps,Total Sets,Total Routes,Climb Time,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Total Runs,Longest Run,Max Speed,Active Time,Total Run Distance,Avg Run Speed,Moving Time,Elapsed Time,Min Elevation,Max Elevation
"Padel,2024-05-17 20:06:32,false,""Padel"",""0.23"",""1,306"",""01:50:07"",""160"",""190"",""4.7"",""16"",""208"",""0.1"",""7.5"",""--"",""--"",""0.14"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:50:07"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:32"",""01:50:07"",""--"",""--"""
"Cycling,2024-05-16 20:59:04,false,""Jyvaskyla Cycling"",""6.53"",""210"",""01:37:56"",""69"",""130"",""0.4"",""--"",""--"",""4.0"",""39.5"",""84"",""68"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:37:56"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:44:00"",""01:37:56"",""83"",""115"""
"Padel,2024-05-16 16:56:29,false,""Padel"",""0.16"",""855"",""01:34:17"",""133"",""170"",""2.9"",""12"",""250"",""0.1"",""12.1"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:34:17"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:47"",""01:34:17"",""--"",""--"""
"Cycling,2024-05-16 16:01:27,false,""Jyvaskyla Cycling"",""5.56"",""111"",""00:18:07"",""104"",""135"",""0.4"",""--"",""--"",""18.4"",""39.8"",""53"",""55"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:18:07"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:17:57"",""00:18:07"",""98"",""121"""
"Padel,2024-05-15 19:00:36,false,""Padel"",""0.12"",""848"",""01:53:00"",""128"",""176"",""3.0"",""10"",""230"",""0.1"",""10.5"",""--"",""--"",""0.11"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:53:00"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:26"",""01:53:00"",""--"",""--"""
"Cycling,2024-05-15 17:24:39,false,""Jyvaskyla Cycling"",""3.33"",""81"",""00:22:20"",""84"",""121"",""0.1"",""--"",""--"",""8.9"",""26.6"",""29"",""44"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:22:20"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:14:54"",""00:22:20"",""102"",""125"""
"Cycling,2024-05-15 16:43:13,false,""Jyvaskyla Cycling"",""2.15"",""54"",""00:08:05.8"",""106"",""123"",""0.2"",""--"",""--"",""15.9"",""26.4"",""27"",""19"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:08:05.8"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:07:46"",""00:08:05.8"",""99"",""118"""
"Cycling,2024-05-14 19:48:21,false,""Jyvaskyla Cycling"",""4.52"",""88"",""00:15:18"",""101"",""125"",""0.3"",""--"",""--"",""17.7"",""43.7"",""62"",""69"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:15:18"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:14:58"",""00:15:18"",""79"",""116"""
"Padel,2024-05-14 18:02:38,false,""Padel"",""0.20"",""764"",""01:27:21"",""135"",""173"",""2.9"",""15"",""231"",""0.1"",""8.2"",""--"",""--"",""0.16"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:27:21"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:31"",""01:27:21"",""--"",""--"""
"Cycling,2024-05-14 16:43:24,false,""Jyvaskyla Cycling"",""3.63"",""63"",""00:12:41"",""95"",""109"",""0.1"",""--"",""--"",""17.2"",""42.8"",""41"",""54"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:12:41"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:12:26"",""00:12:41"",""85"",""118"""
"Cycling,2024-05-14 11:38:25,false,""Jyvaskyla Cycling"",""3.11"",""93"",""00:23:52"",""87"",""117"",""0.2"",""--"",""--"",""7.8"",""33.2"",""45"",""17"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:23:52"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:13:42"",""00:23:52"",""77"",""115"""
"Cycling,2024-05-13 21:12:29,false,""Jyvaskyla Cycling"",""4.98"",""118"",""00:18:34"",""106"",""126"",""0.5"",""--"",""--"",""16.1"",""47.6"",""53"",""83"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:18:34"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:17:50"",""00:18:34"",""101"",""155"""
"Padel,2024-05-13 19:05:40,false,""Padel"",""0.13"",""994"",""01:52:56"",""137"",""168"",""3.1"",""11"",""231"",""0.1"",""6.7"",""--"",""--"",""0.10"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:52:56"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:01:40"",""01:52:56"",""--"",""--"""
"Cycling,2024-05-13 18:22:50,false,""Jyvaskyla Cycling"",""5.45"",""165"",""00:23:51"",""110"",""141"",""0.8"",""--"",""--"",""13.7"",""41.7"",""75"",""38"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:23:51"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:19:16"",""00:23:51"",""99"",""151"""
"Padel,2024-05-12 18:25:46,false,""Padel"",""0.24"",""1,015"",""02:07:51"",""132"",""174"",""3.0"",""13"",""245"",""0.1"",""13.3"",""--"",""--"",""0.14"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:07:51"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:06"",""02:07:51"",""--"",""--"""
"Hiking,2024-05-09 10:37:52,false,""Rautalampi Hiking"",""11.52"",""643"",""03:13:04"",""84"",""126"",""0.3"",""85"",""240"",""16:46"",""6:55"",""345"",""356"",""0.71"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""03:13:04"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""02:46:20"",""05:33:52"",""102"",""173"""
"Cycling,2024-05-06 18:48:36,false,""Kuopio Cycling"",""8.95"",""161"",""00:28:22"",""103"",""128"",""0.4"",""--"",""--"",""18.9"",""35.6"",""87"",""83"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:03:50.2"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:27:55"",""00:28:22"",""88"",""111"""
"Cycling,2024-05-05 16:13:12,false,""Jyvaskyla Cycling"",""4.29"",""135"",""00:22:57"",""103"",""123"",""0.4"",""--"",""--"",""11.2"",""33.0"",""45"",""46"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:22:57"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:19:37"",""00:25:12"",""79"",""110"""
"Padel,2024-05-05 12:09:52,false,""Padel"",""0.46"",""1,787"",""03:23:35"",""145"",""184"",""4.7"",""13"",""250"",""0.1"",""14.3"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:01.6"",""3"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:08:49"",""03:31:49"",""--"",""--"""
"Cycling,2024-05-05 11:28:44,false,""Jyvaskyla Cycling"",""4.76"",""158"",""00:16:12"",""126"",""145"",""1.5"",""--"",""--"",""17.6"",""43.7"",""60"",""40"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:16:12"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:15:47"",""00:16:12"",""86"",""126"""
"Cycling,2024-05-05 09:31:11,false,""Jyvaskyla Cycling"",""2.05"",""55"",""00:08:27.3"",""104"",""127"",""0.3"",""--"",""--"",""14.5"",""32.3"",""43"",""22"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:08:27.3"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:08:11"",""00:08:29.9"",""81"",""103"""
"Cycling,2024-05-05 06:42:58,false,""Kuopio Cycling"",""9.48"",""255"",""00:32:33"",""116"",""148"",""1.6"",""--"",""--"",""17.5"",""36.1"",""88"",""86"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:05:12.3"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:29:43"",""00:32:33"",""87"",""114"""
"Padel,2024-05-02 17:39:50,false,""Padel"",""0.10"",""846"",""01:21:00"",""145"",""180"",""3.3"",""11"",""236"",""0.1"",""6.0"",""--"",""--"",""0.11"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:21:00"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:42"",""01:21:00"",""--"",""--"""
"Cycling,2024-05-02 12:22:27,false,""Kuopio Cycling"",""8.32"",""160"",""00:23:29"",""109"",""142"",""0.6"",""--"",""--"",""21.3"",""40.8"",""83"",""80"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:01:04.2"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:23:14"",""00:23:29"",""90"",""114"""
"Cycling,2024-05-02 11:25:47,false,""Kuopio Cycling"",""8.26"",""159"",""00:25:46"",""107"",""127"",""0.5"",""--"",""--"",""19.2"",""38.7"",""84"",""74"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:01:31.6"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:24:46"",""00:25:46"",""89"",""114"""
"Cycling,2024-05-01 16:20:08,false,""Kuopio Cycling"",""6.93"",""170"",""00:23:39"",""112"",""134"",""0.7"",""--"",""--"",""17.6"",""35.1"",""76"",""54"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:23:39"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:23:00"",""00:23:39"",""87"",""114"""
"Padel,2024-05-01 14:00:46,false,""Padel"",""0.29"",""1,036"",""02:01:14"",""138"",""177"",""3.3"",""13"",""207"",""0.1"",""11.7"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:01:14"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:14"",""02:01:14"",""--"",""--"""
"Cycling,2024-05-01 13:24:05,false,""Kuopio Cycling"",""7.24"",""121"",""00:23:47"",""96"",""124"",""0.3"",""--"",""--"",""18.3"",""35.4"",""53"",""74"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:23:47"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:22:55"",""00:23:47"",""86"",""110"""
"Cycling,2024-04-30 17:57:26,false,""Kuopio Cycling"",""8.99"",""127"",""00:27:05"",""94"",""119"",""0.3"",""--"",""--"",""19.9"",""36.3"",""83"",""78"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:03:47.0"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:26:47"",""00:27:05"",""89"",""112"""
"Cycling,2024-04-28 15:13:08,false,""Jyvaskyla Cycling"",""3.40"",""96"",""00:13:13"",""110"",""134"",""0.5"",""--"",""--"",""15.5"",""35.0"",""47"",""37"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:13:13"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:13:05"",""00:13:13"",""79"",""108"""
"Padel,2024-04-28 13:17:42,false,""Jyvaskyla Padel"",""3.45"",""1,045"",""01:47:18"",""145"",""182"",""3.5"",""14"",""240"",""1.9"",""14.3"",""--"",""--"",""2.26"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:02.0"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:39:39"",""01:47:21"",""--"",""--"""
"Cycling,2024-04-28 12:39:10,false,""Jyvaskyla Cycling"",""4.55"",""129"",""00:18:39"",""109"",""131"",""0.6"",""--"",""--"",""14.6"",""35.0"",""69"",""45"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:18:39"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:18:15"",""00:18:39"",""84"",""125"""
"Padel,2024-04-27 16:45:49,false,""Padel"",""0.24"",""864"",""01:22:46"",""148"",""188"",""3.9"",""15"",""245"",""0.2"",""16.0"",""--"",""--"",""0.19"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:22:46"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:01"",""01:22:46"",""--"",""--"""
"Padel,2024-04-27 13:39:48,false,""Padel"",""0.24"",""886"",""01:31:33"",""140"",""178"",""3.3"",""14"",""218"",""0.2"",""12.8"",""--"",""--"",""0.19"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:00.9"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:13"",""01:31:33"",""--"",""--"""
"Cycling,2024-04-26 22:39:55,false,""Jyvaskyla Cycling"",""6.19"",""272"",""00:50:51"",""101"",""137"",""1.0"",""--"",""--"",""7.3"",""38.9"",""84"",""64"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:01.1"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:27:44"",""00:50:51"",""85"",""115"""
"Padel,2024-04-26 19:17:27,false,""Padel"",""0.48"",""1,311"",""02:24:54"",""150"",""191"",""4.6"",""17"",""230"",""0.2"",""19.3"",""--"",""--"",""0.19"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:04.0"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:09:14"",""02:24:57"",""--"",""--"""
"Padel,2024-04-26 16:56:15,false,""Padel"",""0.19"",""394"",""00:39:51"",""132"",""167"",""2.5"",""23"",""177"",""0.3"",""7.2"",""--"",""--"",""0.21"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:39:51"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:07"",""00:39:51"",""--"",""--"""
"Padel,2024-04-25 19:44:07,false,""Padel"",""0.18"",""675"",""01:21:02"",""134"",""176"",""2.7"",""15"",""231"",""0.1"",""9.4"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:21:02"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:03"",""01:21:02"",""--"",""--"""
"Padel,2024-04-25 17:08:34,false,""Padel"",""0.12"",""629"",""01:20:56"",""126"",""178"",""2.4"",""13"",""222"",""0.1"",""7.0"",""--"",""--"",""0.11"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:20:56"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:01:28"",""01:20:56"",""--"",""--"""
"Running,2024-04-24 19:38:35,false,""Kuopio Running"",""7.93"",""529"",""00:54:14"",""120"",""138"",""2.3"",""160"",""243"",""6:50"",""3:01"",""68"",""60"",""0.91"",""9.4"",""8.5"",""275"",""6:46"",""266"",""0.0"",""254"",""346"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:10:28"",""5"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:52:30"",""01:01:41"",""86"",""112"""
"Strength Training,2024-04-22 12:36:52,false,""Strength"",""0.00"",""142"",""00:47:21"",""80"",""128"",""0.1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""5"",""1"",""--"",""--"",""--"",""No"",""00:47:21"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:47:21"",""00:47:21"",""--"",""--"""
"Padel,2024-04-21 17:04:38,false,""Padel"",""0.28"",""1,328"",""02:20:00"",""145"",""187"",""3.8"",""12"",""231"",""0.1"",""9.5"",""--"",""--"",""0.16"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:20:00"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:52"",""02:20:00"",""--"",""--"""
"Padel,2024-04-21 12:38:16,false,""Padel"",""0.25"",""992"",""02:09:22"",""128"",""172"",""2.7"",""13"",""240"",""0.1"",""12.9"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:21:06"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:31"",""02:22:11"",""--"",""--"""
"Padel,2024-04-20 19:52:03,false,""Padel"",""0.09"",""1,087"",""01:41:37"",""154"",""188"",""4.0"",""10"",""240"",""0.1"",""6.6"",""--"",""--"",""0.09"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:41:37"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:18"",""01:41:37"",""--"",""--"""
"Padel,2024-04-20 15:07:21,false,""Padel"",""0.48"",""1,231"",""02:22:53"",""136"",""173"",""3.2"",""18"",""219"",""0.2"",""15.1"",""--"",""--"",""0.19"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:22:53"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:08:08"",""02:22:53"",""--"",""--"""
"Cycling,2024-04-20 14:38:40,false,""Jyvaskyla Cycling"",""4.72"",""189"",""00:21:32"",""121"",""145"",""1.4"",""--"",""--"",""13.1"",""36.3"",""62"",""46"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:21:32"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:19:28"",""00:21:32"",""84"",""125"""
"Running,2024-04-19 16:49:30,false,""Kuopio Running"",""5.48"",""391"",""00:38:37"",""124"",""151"",""2.4"",""158"",""176"",""7:02"",""5:01"",""63"",""60"",""0.90"",""9.5"",""8.5"",""279"",""6:53"",""269"",""0.0"",""251"",""480"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:04:45.7"",""4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:37:21"",""00:40:15"",""89"",""127"""
"Padel,2024-04-18 16:58:52,false,""Padel"",""0.11"",""603"",""01:30:49"",""116"",""157"",""2.1"",""8"",""235"",""0.1"",""8.8"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:30:49"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:01:43"",""01:30:49"",""--"",""--"""
"Padel,2024-04-17 16:12:17,false,""Padel"",""0.14"",""692"",""01:32:59"",""125"",""174"",""2.8"",""8"",""231"",""0.1"",""10.7"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:32:59"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:01:43"",""01:32:59"",""--"",""--"""
"Padel,2024-04-14 13:13:27,false,""Padel"",""0.20"",""1,229"",""01:46:58"",""154"",""187"",""4.3"",""12"",""250"",""0.1"",""10.5"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:46:58"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:06"",""01:46:58"",""--"",""--"""
"Padel,2024-04-13 10:53:34,false,""Padel"",""0.35"",""1,063"",""01:39:03"",""150"",""179"",""3.8"",""16"",""250"",""0.2"",""15.6"",""--"",""--"",""0.22"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:39:03"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:06:18"",""01:39:03"",""--"",""--"""
"Padel,2024-04-12 18:48:50,false,""Padel"",""0.10"",""321"",""00:40:51"",""122"",""147"",""1.9"",""13"",""209"",""0.1"",""6.8"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:40:51"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:01:49"",""00:41:32"",""--"",""--"""
"Padel,2024-04-11 16:56:57,false,""Padel"",""0.19"",""628"",""01:33:13"",""120"",""162"",""2.4"",""13"",""222"",""0.1"",""11.6"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:33:13"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:14"",""01:33:13"",""--"",""--"""
"Cross Country Skate Skiing,2024-04-09 14:02:23,false,""Kuopio Cross Country Skate Skiing"",""8.57"",""489"",""00:51:54"",""131"",""171"",""2.8"",""--"",""--"",""9.9"",""37.8"",""193"",""189"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:03:44.5"",""6"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:50:23"",""00:52:23"",""131"",""224"""
"Padel,2024-04-09 11:39:16,false,""Padel"",""0.18"",""579"",""01:36:40"",""111"",""149"",""1.9"",""12"",""234"",""0.1"",""7.7"",""--"",""--"",""0.16"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:36:40"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:37"",""01:36:40"",""--"",""--"""
"Padel,2024-04-07 13:07:46,false,""Padel"",""0.30"",""1,116"",""01:53:10"",""149"",""180"",""4.0"",""14"",""250"",""0.2"",""12.0"",""--"",""--"",""0.19"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:53:10"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:48"",""01:53:10"",""--"",""--"""
