Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Total Reps,Total Sets,Total Routes,Climb Time,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Total Runs,Longest Run,Max Speed,Active Time,Total Run Distance,Avg Run Speed,Moving Time,Elapsed Time,Min Elevation,Max Elevation
"Padel,2024-09-19 16:28:15,false,""Padel"",""0.11"",""689"",""01:11:38"",""140"",""181"",""3.2"",""11"",""222"",""0.1"",""10.5"",""--"",""--"",""0.14"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:11:38"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:01:49"",""01:11:38"",""--"",""--"""
"Padel,2024-09-18 21:25:00,false,""Padel"",""0.13"",""386"",""00:42:20"",""134"",""170"",""2.3"",""15"",""200"",""0.2"",""11.1"",""--"",""--"",""0.20"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:42:20"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:08"",""00:42:20"",""--"",""--"""
"Padel,2024-09-17 17:14:11,false,""Padel"",""0.30"",""463"",""01:12:15"",""116"",""163"",""2.1"",""16"",""187"",""0.2"",""9.9"",""--"",""--"",""0.26"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:12:15"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:10"",""01:12:15"",""--"",""--"""
"Padel,2024-09-15 19:31:59,false,""Padel"",""0.17"",""642"",""01:08:49"",""140"",""171"",""3.0"",""12"",""231"",""0.2"",""11.7"",""--"",""--"",""0.20"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:08:49"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:42"",""01:08:49"",""--"",""--"""
"Running,2024-09-14 15:15:02,false,""Jyvaskyla Running"",""21.28"",""1,551"",""01:59:36"",""168"",""188"",""5.0"",""172"",""186"",""5:37"",""4:13"",""141"",""128"",""1.03"",""8.6"",""8.8"",""258"",""5:36"",""308"",""0.0"",""302"",""484"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:01:48.5"",""14"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""01:59:32"",""01:59:36"",""70"",""93"""
"Padel,2024-09-13 20:12:24,false,""Padel"",""0.12"",""622"",""01:03:30"",""142"",""178"",""3.2"",""12"",""230"",""0.1"",""9.8"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:03:30"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:19"",""01:03:30"",""--"",""--"""
"Running,2024-09-08 14:00:40,false,""Jyvaskyla Running"",""1.45"",""100"",""00:09:41.6"",""129"",""144"",""1.4"",""159"",""169"",""6:41"",""5:58"",""8"",""20"",""0.94"",""9.4"",""8.8"",""281"",""6:44"",""263"",""0.0"",""250"",""360"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:09:41.6"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:09:37"",""00:09:41.6"",""86"",""101"""
"Running,2024-09-08 12:51:09,false,""Jyvaskyla - W16D2-Threshold Run"",""5.53"",""387"",""00:33:46"",""140"",""161"",""2.8"",""163"",""172"",""6:06"",""2:50"",""46"",""48"",""1.00"",""9.2"",""9.1"",""277"",""6:09"",""288"",""0.0"",""281"",""538"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:01:00"",""7"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:33:33"",""00:33:46"",""97"",""121"""
"Padel,2024-09-07 15:15:38,false,""Padel"",""0.16"",""555"",""00:54:33"",""145"",""176"",""3.2"",""16"",""214"",""0.2"",""9.5"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:54:33"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:57"",""00:54:33"",""--"",""--"""
"Padel,2024-09-07 11:40:04,false,""Padel"",""0.13"",""702"",""00:58:22"",""158"",""186"",""3.8"",""15"",""207"",""0.1"",""9.3"",""--"",""--"",""0.16"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:58:22"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:25"",""00:58:22"",""--"",""--"""
"Padel,2024-09-05 18:29:55,false,""Padel"",""0.14"",""695"",""00:59:48"",""153"",""178"",""3.4"",""15"",""200"",""0.1"",""8.5"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:59:48"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:01:41"",""00:59:48"",""--"",""--"""
"Tennis,2024-09-03 19:47:06,false,""Tennis"",""0.31"",""453"",""01:12:21"",""114"",""155"",""1.9"",""20"",""250"",""0.3"",""8.6"",""--"",""--"",""0.21"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:12:21"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:10"",""01:12:21"",""--"",""--"""
"Padel,2024-09-02 16:20:17,false,""Padel"",""0.09"",""613"",""01:09:45"",""135"",""167"",""2.8"",""12"",""223"",""0.1"",""11.2"",""--"",""--"",""0.11"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:09:45"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:04"",""01:09:45"",""--"",""--"""
"Padel,2024-09-01 12:17:55,false,""Padel"",""0.48"",""1,408"",""02:35:13"",""147"",""184"",""4.3"",""16"",""240"",""0.2"",""12.8"",""--"",""--"",""0.19"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:35:13"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:10:17"",""02:35:13"",""--"",""--"""
"Padel,2024-08-30 18:55:42,false,""Padel"",""0.19"",""756"",""01:09:55"",""152"",""182"",""3.7"",""15"",""250"",""0.2"",""8.8"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:09:55"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:53"",""01:09:55"",""--"",""--"""
"Running,2024-08-29 18:42:46,false,""Kuopio - W14D6-Easy Run"",""4.02"",""266"",""00:27:34"",""124"",""133"",""2.0"",""162"",""172"",""6:52"",""4:56"",""27"",""24"",""0.90"",""9.7"",""8.7"",""286"",""6:51"",""255"",""0.0"",""252"",""350"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:05:52.1"",""3"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:27:32"",""00:27:34"",""86"",""109"""
"Padel,2024-08-28 17:39:39,false,""Padel"",""0.11"",""561"",""01:20:56"",""119"",""162"",""2.1"",""13"",""231"",""0.1"",""9.9"",""--"",""--"",""0.11"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:20:56"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:05"",""01:20:56"",""--"",""--"""
"Padel,2024-08-27 17:16:16,false,""Padel"",""0.20"",""762"",""01:29:11"",""136"",""174"",""3.1"",""12"",""231"",""0.1"",""9.0"",""--"",""--"",""0.19"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:29:11"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:56"",""01:29:11"",""--"",""--"""
"Padel,2024-08-26 16:06:48,false,""Padel"",""0.14"",""728"",""01:24:35"",""131"",""175"",""3.0"",""11"",""250"",""0.1"",""8.1"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:24:35"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:05"",""01:24:35"",""--"",""--"""
"Cycling,2024-08-26 15:13:50,false,""Jyvaskyla Cycling"",""3.42"",""91"",""00:11:23"",""117"",""139"",""0.8"",""--"",""--"",""18.0"",""37.3"",""51"",""33"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:11:23"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:10:30"",""00:11:23"",""75"",""109"""
"Padel,2024-08-25 17:59:47,false,""Padel"",""0.25"",""930"",""01:36:49"",""147"",""175"",""3.5"",""15"",""214"",""0.2"",""8.4"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:36:49"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:36"",""01:36:49"",""--"",""--"""
"Hiking,2024-08-25 10:11:49,false,""Ruovesi Hiking"",""10.47"",""426"",""02:32:27"",""81"",""122"",""0.2"",""99"",""228"",""14:33"",""3:27"",""241"",""258"",""0.69"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:32:27"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""02:26:45"",""03:04:49"",""143"",""208"""
"Hiking,2024-08-24 13:46:30,false,""Ruovesi Hiking"",""11.25"",""693"",""03:45:17"",""83"",""130"",""0.3"",""71"",""231"",""20:02"",""7:17"",""341"",""335"",""0.71"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""03:45:17"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""02:56:02"",""04:04:44"",""138"",""208"""
"Hiking,2024-08-24 12:06:41,false,""Ruovesi Hiking"",""2.21"",""61"",""00:33:33"",""69"",""89"",""0.0"",""98"",""125"",""15:09"",""5:46"",""44"",""65"",""0.67"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:33:33"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:31:29"",""00:33:33"",""138"",""175"""
"Running,2024-08-17 17:07:31,false,""Jyvaskyla Running"",""6.05"",""432"",""00:38:53"",""138"",""154"",""2.7"",""158"",""176"",""6:26"",""5:15"",""62"",""61"",""0.98"",""9.2"",""9.0"",""275"",""6:22"",""281"",""0.0"",""270"",""445"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:07:39.7"",""4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:37:30"",""00:38:53"",""97"",""125"""
"Padel,2024-08-17 12:58:28,false,""Padel"",""0.13"",""433"",""01:07:29"",""116"",""157"",""2.0"",""12"",""230"",""0.1"",""10.9"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:07:29"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:12"",""01:07:29"",""--"",""--"""
"Cycling,2024-08-17 11:29:50,false,""Jyvaskyla Cycling"",""4.85"",""120"",""00:15:50"",""113"",""140"",""1.0"",""--"",""--"",""18.4"",""51.0"",""81"",""62"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:15:50"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:15:39"",""00:15:50"",""81"",""126"""
"Padel,2024-08-15 16:05:57,false,""Padel"",""0.22"",""921"",""01:24:23"",""152"",""184"",""4.1"",""16"",""231"",""0.2"",""7.3"",""--"",""--"",""0.16"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:24:23"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:13"",""01:24:23"",""--"",""--"""
"Treadmill Running,2024-08-13 18:04:17,false,""W12D4-Threshold Run"",""8.74"",""450"",""00:40:43"",""144"",""171"",""3.3"",""155"",""240"",""4:40"",""2:12"",""--"",""--"",""1.42"",""7.3"",""10.3"",""240"",""--"",""382"",""0.0"",""350"",""660"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:17.8"",""12"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:37:48"",""00:40:43"",""--"",""--"""
"Padel,2024-08-12 16:07:42,false,""Padel"",""0.13"",""788"",""01:22:52"",""139"",""171"",""3.2"",""12"",""240"",""0.1"",""14.9"",""--"",""--"",""0.13"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:22:52"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:17"",""01:22:52"",""--"",""--"""
"Cycling,2024-08-12 15:20:19,false,""Jyvaskyla Cycling"",""5.12"",""141"",""00:12:12"",""141"",""170"",""2.2"",""--"",""--"",""25.2"",""46.0"",""61"",""63"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:12:12"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:12:03"",""00:12:12"",""86"",""116"""
"Running,2024-08-11 13:39:34,false,""Kuopio - W11D3-Threshold Run"",""7.08"",""518"",""00:43:44"",""147"",""169"",""3.3"",""164"",""250"",""6:11"",""4:49"",""91"",""87"",""0.98"",""8.9"",""8.7"",""271"",""6:08"",""292"",""0.0"",""278"",""414"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:01:43.7"",""10"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:43:27"",""00:43:44"",""82"",""112"""
"Padel,2024-08-08 20:23:38,false,""Padel"",""0.22"",""744"",""01:08:32"",""145"",""175"",""3.4"",""15"",""250"",""0.2"",""7.9"",""--"",""--"",""0.21"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:08:32"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:50"",""01:08:32"",""--"",""--"""
"Tennis,2024-08-07 18:10:47,false,""Tennis"",""0.32"",""513"",""01:19:00"",""116"",""149"",""2.1"",""21"",""240"",""0.2"",""8.5"",""--"",""--"",""0.20"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:19:00"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:26"",""01:19:00"",""--"",""--"""
"Cycling,2024-08-05 17:53:22,false,""Jyvaskyla Cycling"",""5.14"",""149"",""00:24:44"",""106"",""130"",""0.7"",""--"",""--"",""12.5"",""41.9"",""69"",""58"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:24:44"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:20:39"",""00:24:44"",""86"",""110"""
"Padel,2024-08-05 16:06:01,false,""Padel"",""0.21"",""843"",""01:24:03"",""142"",""182"",""3.4"",""13"",""240"",""0.1"",""9.3"",""--"",""--"",""0.19"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:24:03"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:29"",""01:24:03"",""--"",""--"""
"Cycling,2024-08-05 15:17:22,false,""Jyvaskyla Cycling"",""5.11"",""108"",""00:13:29"",""116"",""144"",""1.1"",""--"",""--"",""22.7"",""46.7"",""56"",""57"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:13:29"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:13:23"",""00:13:29"",""85"",""117"""
"Padel,2024-08-04 19:14:43,false,""Padel"",""0.19"",""779"",""01:13:11"",""148"",""174"",""3.7"",""18"",""250"",""0.2"",""9.0"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:13:11"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:53"",""01:13:11"",""--"",""--"""
"Cycling,2024-08-04 18:01:40,false,""Jyvaskyla Cycling"",""4.67"",""119"",""00:14:58"",""117"",""140"",""1.2"",""--"",""--"",""18.7"",""44.1"",""67"",""52"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:58.0"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:14:56"",""00:15:19"",""87"",""129"""
"Hiking,2024-08-04 10:35:21,false,""Saarijärvi Hiking"",""1.54"",""64"",""00:21:27"",""80"",""105"",""0.1"",""97"",""154"",""13:56"",""6:19"",""23"",""19"",""0.74"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:21:27"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:19:49"",""00:21:27"",""164"",""182"""
"Hiking,2024-08-03 12:24:12,false,""Saarijärvi Hiking"",""14.96"",""823"",""04:02:46"",""86"",""134"",""0.4"",""86"",""209"",""16:14"",""7:36"",""215"",""203"",""0.71"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""04:02:46"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""03:35:14"",""04:58:31"",""166"",""205"""
"Running,2024-07-31 17:57:30,false,""Kuopio - W10D5-Easy Run"",""4.09"",""278"",""00:25:08"",""133"",""157"",""2.4"",""165"",""214"",""6:09"",""3:48"",""26"",""30"",""0.98"",""9.2"",""8.9"",""274"",""6:10"",""284"",""0.0"",""279"",""423"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:06:10.6"",""3"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:25:06"",""00:25:08"",""86"",""110"""
"Tennis,2024-07-29 18:17:48,false,""Tennis"",""0.47"",""893"",""02:41:52"",""110"",""168"",""2.1"",""15"",""244"",""0.2"",""11.2"",""--"",""--"",""0.19"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:41:52"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:09:19"",""02:41:52"",""--"",""--"""
"Fishing,2024-07-27 14:38:37,false,""Kuopio Fishing"",""3.01"",""105"",""01:20:13"",""58"",""109"",""0.0"",""--"",""--"",""2.3"",""8.6"",""9"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:13:33"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:34:09"",""01:20:13"",""79"",""86"""
"Cycling,2024-07-26 17:13:10,false,""Kuopio Cycling"",""57.89"",""977"",""02:49:31"",""109"",""161"",""2.0"",""--"",""--"",""20.5"",""47.5"",""633"",""636"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:04:32.4"",""8"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""02:47:09"",""03:31:08"",""82"",""131"""
"Tennis,2024-07-25 19:46:26,false,""Tennis"",""0.17"",""343"",""01:12:40"",""98"",""140"",""0.7"",""13"",""222"",""0.1"",""6.2"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:12:40"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:40"",""01:12:40"",""--"",""--"""
"Cycling,2024-07-21 19:08:18,false,""Kuopio Cycling"",""9.06"",""198"",""00:32:40"",""107"",""143"",""0.7"",""--"",""--"",""16.6"",""34.3"",""93"",""87"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:05:19.9"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:31:40"",""00:32:40"",""89"",""113"""
"Running,2024-07-20 10:01:56,false,""Jyvaskyla - Base"",""5.56"",""391"",""00:30:30"",""149"",""171"",""3.2"",""176"",""194"",""5:29"",""4:22"",""59"",""56"",""1.04"",""8.3"",""8.5"",""251"",""5:26"",""316"",""0.0"",""312"",""417"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:03:42.7"",""4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:30:29"",""00:30:30"",""98"",""124"""
"Cycling,2024-07-19 17:09:04,false,""Kuopio Cycling"",""9.21"",""210"",""00:30:09"",""113"",""140"",""1.0"",""--"",""--"",""18.3"",""39.2"",""121"",""118"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:08:37.1"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:30:02"",""00:30:09"",""87"",""115"""
"Tennis,2024-07-18 19:46:21,false,""Tennis"",""0.15"",""378"",""01:12:34"",""104"",""164"",""0.9"",""12"",""200"",""0.1"",""8.4"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:12:34"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:02"",""01:12:34"",""--"",""--"""
"Running,2024-07-17 20:37:13,false,""Kuopio Running"",""2.84"",""197"",""00:14:11"",""160"",""184"",""2.8"",""181"",""198"",""5:00"",""3:17"",""26"",""10"",""1.09"",""7.7"",""8.3"",""239"",""4:59"",""346"",""0.0"",""341"",""531"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:06:18.3"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:14:11"",""00:14:11"",""88"",""106"""
"Running,2024-07-17 17:49:32,false,""Kuopio - W08D5-Fartlek"",""4.34"",""297"",""00:32:13"",""126"",""160"",""2.4"",""140"",""187"",""7:25"",""3:34"",""14"",""29"",""0.94"",""8.8"",""8.0"",""266"",""7:23"",""262"",""0.0"",""215"",""465"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:08:29.4"",""3"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:30:46"",""00:36:58"",""86"",""109"""
"Running,2024-07-16 16:13:10,false,""Kuopio - W07D7-Long Run"",""12.96"",""898"",""01:32:26"",""134"",""151"",""3.0"",""161"",""228"",""7:08"",""4:06"",""118"",""116"",""0.87"",""9.6"",""8.4"",""282"",""7:06"",""254"",""0.0"",""245"",""423"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:02:26.3"",""11"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""01:31:48"",""01:32:26"",""88"",""114"""
"Tennis,2024-07-11 20:04:09,false,""Tennis"",""0.27"",""289"",""00:54:17"",""101"",""177"",""0.9"",""21"",""230"",""0.3"",""10.7"",""--"",""--"",""0.23"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:54:17"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:21"",""00:54:17"",""--"",""--"""
"Padel,2024-07-10 17:04:52,false,""Padel"",""0.28"",""1,077"",""02:13:40"",""139"",""177"",""3.6"",""12"",""215"",""0.1"",""11.1"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:13:40"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:47"",""02:13:40"",""--"",""--"""
